window_start_time,window_end_time,vehicle_1,vehicle_2,vehicle_1_group,vehicle_2_group,vehicle_1_arrival_time_s,vehicle_2_arrival_time_s,arrival_time_difference_s,vehicle_1_arrival_step,vehicle_2_arrival_step,vehicle_1_min_distance_to_intersection_m,vehicle_2_min_distance_to_intersection_m,vehicle_1_real_arrival_time_s,vehicle_2_real_arrival_time_s,real_arrival_time_difference_s,vehicle_1_real_arrival_step,vehicle_2_real_arrival_step,vehicle_1_real_min_distance_to_intersection_m,vehicle_2_real_min_distance_to_intersection_m,arrival_risk_level
2361.3,2363.2,targeted_467,targeted_472,targeted,targeted,2363.3,,,1.0,,9.9485,15.4935,2363.3,,,1.0,,9.7115,10.5298,SAFE
2361.5,2363.4,targeted_467,targeted_472,targeted,targeted,,,,,,11.8692,14.1985,,2366.3,,,29.0,11.0987,8.507,SAFE
2361.7,2363.6,targeted_467,targeted_472,targeted,targeted,,,,,,13.4175,13.2067,,2366.3,,,27.0,12.566,6.7742,SAFE
2361.9,2363.8,targeted_467,targeted_472,targeted,targeted,,,,,,14.7366,10.8893,,2366.3,,,25.0,14.109,5.7136,SAFE
2362.1,2364.0,targeted_467,targeted_472,targeted,targeted,,2367.0,,,30.0,16.4605,9.9504,,2366.3,,,23.0,15.714,5.5915,SAFE
2362.3,2364.2,targeted_467,targeted_472,targeted,targeted,,2367.0,,,28.0,18.4722,8.8488,,2366.3,,,21.0,17.4207,5.5915,SAFE
2545.1,2547.0,targeted_507,targeted_509,targeted,targeted,2547.1,,,1.0,,7.6359,27.2139,2547.1,,,1.0,,7.5262,24.6629,SAFE
2545.3,2547.2,targeted_507,targeted_509,targeted,targeted,2547.3,,,1.0,,7.6359,25.7379,2547.3,,,1.0,,7.5262,23.4963,SAFE
2545.5,2547.4,targeted_507,targeted_509,targeted,targeted,2547.5,,,1.0,,7.6359,22.5569,2547.5,,,1.0,,7.5262,22.4405,SAFE
2545.7,2547.6,targeted_507,targeted_509,targeted,targeted,2547.7,,,1.0,,7.6359,22.0328,2547.7,,,1.0,,7.5262,21.4739,SAFE
2545.9,2547.8,targeted_507,targeted_509,targeted,targeted,2547.9,,,1.0,,7.6359,20.0513,2547.9,,,1.0,,7.5262,20.5982,SAFE
2546.1,2548.0,targeted_507,targeted_509,targeted,targeted,2548.1,,,1.0,,7.6359,18.6073,2548.1,,,1.0,,7.5262,19.8134,SAFE
2546.3,2548.2,targeted_507,targeted_509,targeted,targeted,2548.3,,,1.0,,7.6359,17.6707,2548.3,,,1.0,,7.5262,19.1077,SAFE
2546.5,2548.4,targeted_507,targeted_509,targeted,targeted,2548.5,,,1.0,,7.6359,15.1272,2548.5,,,1.0,,7.5262,18.4909,SAFE
2546.7,2548.6,targeted_507,targeted_509,targeted,targeted,2548.7,,,1.0,,7.6359,13.9403,2548.7,,,1.0,,7.5262,17.9549,SAFE
2546.9,2548.8,targeted_507,targeted_509,targeted,targeted,2548.9,,,1.0,,7.6359,12.9355,2548.9,,,1.0,,7.5262,17.4897,SAFE
2547.1,2549.0,targeted_507,targeted_509,targeted,targeted,2549.1,,,1.0,,7.6359,11.1953,2549.1,,,1.0,,7.5262,17.0817,SAFE
2547.3,2549.2,targeted_507,targeted_509,targeted,targeted,2549.3,,,1.0,,7.6359,10.0546,2549.3,,,1.0,,7.5262,16.7151,SAFE
2547.5,2549.4,targeted_507,targeted_509,targeted,targeted,2549.5,,,1.0,,7.6359,13.3075,2549.5,,,1.0,,7.5262,16.4073,SAFE
2547.7,2549.6,targeted_507,targeted_509,targeted,targeted,2549.7,,,1.0,,7.6359,16.0357,2549.7,,,1.0,,7.5262,16.1409,SAFE
2547.9,2549.8,targeted_507,targeted_509,targeted,targeted,2549.9,,,1.0,,7.6359,15.4525,2549.9,,,1.0,,7.5262,15.9236,SAFE
2548.1,2550.0,targeted_507,targeted_509,targeted,targeted,2550.1,,,1.0,,7.6359,15.7108,2550.1,,,1.0,,7.5262,15.7356,SAFE
2548.3,2550.2,targeted_507,targeted_509,targeted,targeted,2550.3,,,1.0,,7.6359,15.6759,2550.3,,,1.0,,7.5262,15.5673,SAFE
2548.5,2550.4,targeted_507,targeted_509,targeted,targeted,2550.5,,,1.0,,7.6359,16.4466,2550.5,,,1.0,,7.5262,15.4381,SAFE
2548.7,2550.6,targeted_507,targeted_509,targeted,targeted,2550.7,,,1.0,,7.6359,15.8398,2550.7,,,1.0,,7.5262,15.3285,SAFE
2548.9,2550.8,targeted_507,targeted_509,targeted,targeted,2550.9,,,1.0,,7.6359,15.2297,2550.9,,,1.0,,7.5262,15.2406,SAFE
2549.1,2551.0,targeted_507,targeted_509,targeted,targeted,2551.1,,,1.0,,7.6359,16.0753,2551.1,,,1.0,,7.5262,15.1603,SAFE
2549.3,2551.2,targeted_507,targeted_509,targeted,targeted,2551.3,,,1.0,,7.6359,16.0677,2551.3,,,1.0,,7.4483,15.1017,SAFE
2549.5,2551.4,targeted_507,targeted_509,targeted,targeted,2551.5,,,1.0,,7.6359,15.4878,2551.5,,,1.0,,7.287,15.0235,SAFE
2549.7,2551.6,targeted_507,targeted_509,targeted,targeted,2551.7,,,1.0,,7.6359,15.8595,2551.7,,,1.0,,7.0525,14.9237,SAFE
2549.9,2551.8,targeted_507,targeted_509,targeted,targeted,2551.9,,,1.0,,7.6359,15.584,2551.9,,,1.0,,6.7328,14.7751,SAFE
2550.1,2552.0,targeted_507,targeted_509,targeted,targeted,2552.1,,,1.0,,7.6359,15.4535,2552.1,,,1.0,,6.3124,14.5681,SAFE
2550.3,2552.2,targeted_507,targeted_509,targeted,targeted,2552.3,,,1.0,,7.6359,15.1195,2552.3,,,1.0,,5.7908,14.2808,SAFE
2550.5,2552.4,targeted_507,targeted_509,targeted,targeted,2552.5,,,1.0,,7.6359,15.1298,2552.5,,,1.0,,5.1664,13.9159,SAFE
2550.7,2552.6,targeted_507,targeted_509,targeted,targeted,2552.7,,,1.0,,7.6359,15.0861,2552.7,,,1.0,,4.5031,13.4734,SAFE
2550.9,2552.8,targeted_507,targeted_509,targeted,targeted,2552.9,,,1.0,,7.6359,15.0223,2552.9,,,1.0,,4.1412,13.0194,SAFE
2551.1,2553.0,targeted_507,targeted_509,targeted,targeted,2553.1,,,1.0,,7.6359,14.9651,2553.1,,,1.0,,3.9287,12.6168,SAFE
2551.3,2553.2,targeted_507,targeted_509,targeted,targeted,2553.3,,,1.0,,7.6359,14.8197,2553.3,,,1.0,,3.826,12.2824,SAFE
2551.5,2553.4,targeted_507,targeted_509,targeted,targeted,2553.5,,,1.0,,7.6359,14.8083,2553.5,,,1.0,,3.8027,11.9968,SAFE
2551.7,2553.6,targeted_507,targeted_509,targeted,targeted,2553.7,,,1.0,,7.6359,14.6996,2553.7,,,1.0,,3.8027,11.743,SAFE
2551.9,2553.8,targeted_507,targeted_509,targeted,targeted,2553.9,,,1.0,,7.6359,14.6332,2553.9,,,1.0,,3.8027,11.5254,SAFE
2552.1,2554.0,targeted_507,targeted_509,targeted,targeted,2554.1,,,1.0,,7.6359,14.6216,2554.1,,,1.0,,3.8027,11.3492,SAFE
2552.3,2554.2,targeted_507,targeted_509,targeted,targeted,2554.3,,,1.0,,5.8485,14.4998,2554.3,,,1.0,,3.8027,11.202,SAFE
2552.5,2554.4,targeted_507,targeted_509,targeted,targeted,2554.5,,,1.0,,4.3953,14.2159,2554.5,,,1.0,,3.8027,11.0864,SAFE
2552.7,2554.6,targeted_507,targeted_509,targeted,targeted,2554.7,,,1.0,,3.177,13.7542,2554.7,,,1.0,,3.8027,10.9875,SAFE
2552.9,2554.8,targeted_507,targeted_509,targeted,targeted,2554.9,,,1.0,,1.9414,12.3215,2554.9,,,1.0,,3.8027,10.9009,SAFE
2553.1,2555.0,targeted_507,targeted_509,targeted,targeted,2555.1,,,1.0,,1.9396,11.4379,2555.1,,,1.0,,3.8027,10.8309,SAFE
2553.9,2555.8,targeted_507,targeted_509,targeted,targeted,2555.9,,,1.0,,4.3968,10.0862,2555.9,,,1.0,,3.7677,10.518,SAFE
2554.1,2556.0,targeted_507,targeted_509,targeted,targeted,2556.1,,,1.0,,4.5001,10.125,2556.1,,,1.0,,3.7677,10.333,SAFE
2554.3,2556.2,targeted_507,targeted_509,targeted,targeted,2556.3,,,1.0,,4.4485,10.7388,2556.3,,,1.0,,3.7677,10.11,SAFE
2554.5,2556.4,targeted_507,targeted_509,targeted,targeted,2556.5,,,1.0,,4.3436,10.7657,2556.5,2559.3,2.8,1.0,29.0,3.7677,9.827,SAFE
2554.7,2556.6,targeted_507,targeted_509,targeted,targeted,2556.7,,,1.0,,3.6507,10.8713,2556.7,2559.3,2.6,1.0,27.0,3.7677,9.4588,SAFE
2554.9,2556.8,targeted_507,targeted_509,targeted,targeted,2556.9,,,1.0,,3.8495,10.9136,2556.9,2559.3,2.4,1.0,25.0,3.7677,9.022,SAFE
2555.1,2557.0,targeted_507,targeted_509,targeted,targeted,2557.1,,,1.0,,4.0601,10.8463,2557.1,2559.3,2.2,1.0,23.0,3.7677,8.5113,SAFE
2555.3,2557.2,targeted_507,targeted_509,targeted,targeted,2557.3,,,1.0,,3.9643,10.7659,2557.3,2559.3,2.0,1.0,21.0,3.7677,7.9472,SAFE
2555.5,2557.4,targeted_507,targeted_509,targeted,targeted,2557.5,,,1.0,,3.8614,10.6693,2557.5,2559.3,1.8,1.0,19.0,3.7677,7.3278,SAFE
2555.7,2557.6,targeted_507,targeted_509,targeted,targeted,2557.7,,,1.0,,3.823,10.5949,2557.7,2559.3,1.6,1.0,17.0,3.7677,6.6283,SAFE
2555.9,2557.8,targeted_507,targeted_509,targeted,targeted,2557.9,,,1.0,,3.8219,10.6044,2557.9,2559.3,1.4,1.0,15.0,3.7677,5.8026,SAFE
2556.1,2558.0,targeted_507,targeted_509,targeted,targeted,2558.1,,,1.0,,3.8399,10.5475,2558.1,2559.3,1.2,1.0,13.0,3.7677,4.8707,SAFE
2556.3,2558.2,targeted_507,targeted_509,targeted,targeted,2558.3,,,1.0,,3.5881,10.4948,2558.3,2559.3,1.0,1.0,11.0,3.7677,3.8372,SAFE
2556.5,2558.4,targeted_507,targeted_509,targeted,targeted,2558.5,,,1.0,,3.5373,10.3532,2558.5,2559.3,0.8,1.0,9.0,3.8308,2.9232,SAFE
2558.9,2560.8,targeted_507,targeted_509,targeted,targeted,,2560.9,,,1.0,11.3969,1.1503,,2560.9,,,1.0,11.1482,2.0185,SAFE
2559.1,2561.0,targeted_507,targeted_509,targeted,targeted,,2561.1,,,1.0,12.227,1.8891,,2561.1,,,1.0,12.2854,2.0185,SAFE
2559.3,2561.2,targeted_507,targeted_509,targeted,targeted,,2561.3,,,1.0,13.4503,1.1892,,2561.3,,,1.0,13.5162,2.0185,SAFE
2559.5,2561.4,targeted_507,targeted_509,targeted,targeted,,2561.5,,,1.0,14.8231,2.6271,,2561.5,,,1.0,14.8202,2.0185,SAFE
2559.7,2561.6,targeted_507,targeted_509,targeted,targeted,,2561.7,,,1.0,16.2189,3.7949,,2561.7,,,1.0,16.2159,2.0185,SAFE
2559.9,2561.8,targeted_507,targeted_509,targeted,targeted,,2561.9,,,1.0,17.9054,4.9264,,2561.9,,,1.0,17.6939,2.666,SAFE
2560.1,2562.0,targeted_507,targeted_509,targeted,targeted,,2562.1,,,1.0,19.4776,6.3379,,2562.1,,,1.0,19.2732,3.7959,SAFE
2711.3,2713.2,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,55.1612,,,,,,14.8337,55.3867,SAFE
2711.5,2713.4,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,52.5071,,,,,,14.8337,53.3954,SAFE
2711.7,2713.6,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,50.2677,,,,,,14.8337,51.3236,SAFE
2711.9,2713.8,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,48.8697,,,,,,14.8337,49.181,SAFE
2712.1,2714.0,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,46.4197,,,,,,14.8337,46.9579,SAFE
2712.3,2714.2,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,45.5244,,,,,,14.8337,44.6725,SAFE
2712.5,2714.4,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,43.9775,,,,,,14.8337,42.3079,SAFE
2712.7,2714.6,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,41.8689,,,,,,14.8337,39.8627,SAFE
2712.9,2714.8,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,39.093,,,,,,14.8337,37.3454,SAFE
2713.1,2715.0,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,37.3062,,,,,,14.8337,34.7376,SAFE
2713.3,2715.2,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,35.1522,,,,,,14.8337,32.0689,SAFE
2713.5,2715.4,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,33.5532,,,,,,14.8337,29.4314,SAFE
2713.7,2715.6,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,31.817,,,,,,14.8337,26.8335,SAFE
2713.9,2715.8,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,29.2743,,,,,,14.8337,24.2864,SAFE
2714.1,2716.0,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,26.912,,,,,,14.8337,21.871,SAFE
2714.3,2716.2,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,24.7267,,,,,,14.8337,19.6478,SAFE
2714.5,2716.4,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,22.9278,,,,,,14.8337,17.5958,SAFE
2714.7,2716.6,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,20.3124,,,,,,14.8337,15.7262,SAFE
2714.9,2716.8,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,18.8292,,,,,,14.8337,14.0376,SAFE
2715.1,2717.0,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,15.964,,,,,,14.8337,12.5215,SAFE
2715.3,2717.2,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,13.7519,,,,,,14.8337,11.2007,SAFE
2715.5,2717.4,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,10.531,,2720.4,,,30.0,14.8337,9.9363,SAFE
2715.7,2717.6,targeted_539,targeted_542,targeted,targeted,,2720.6,,,30.0,14.4163,8.9376,,2720.4,,,28.0,14.8337,8.7115,SAFE
2715.9,2717.8,targeted_539,targeted_542,targeted,targeted,,2720.5,,,27.0,14.4163,6.8618,,2720.4,,,26.0,14.8337,7.7,SAFE
2716.1,2718.0,targeted_539,targeted_542,targeted,targeted,,2720.3,,,23.0,14.4163,4.244,,2720.4,,,24.0,14.8337,7.1396,SAFE
2716.3,2718.2,targeted_539,targeted_542,targeted,targeted,,2720.5,,,23.0,14.4163,6.3198,,2720.4,,,22.0,14.8337,7.0342,SAFE
2716.5,2718.4,targeted_539,targeted_542,targeted,targeted,,2720.6,,,22.0,14.4163,6.9428,,2720.4,,,20.0,14.8337,7.0342,SAFE
2716.7,2718.6,targeted_539,targeted_542,targeted,targeted,,2720.4,,,18.0,14.4163,5.4465,,2720.4,,,18.0,14.8337,7.0342,SAFE
2716.9,2718.8,targeted_539,targeted_542,targeted,targeted,,2720.6,,,18.0,14.4163,7.6567,,2720.4,,,16.0,14.8337,7.0342,SAFE
2717.1,2719.0,targeted_539,targeted_542,targeted,targeted,,2720.7,,,17.0,14.4163,8.2727,,2720.4,,,14.0,14.8337,7.0342,SAFE
2717.3,2719.2,targeted_539,targeted_542,targeted,targeted,,2720.6,,,14.0,14.4163,7.884,,2720.4,,,12.0,14.8337,7.0342,SAFE
2717.5,2719.4,targeted_539,targeted_542,targeted,targeted,,2720.6,,,12.0,14.4163,7.6913,,2720.4,,,10.0,14.8337,7.0342,SAFE
2717.7,2719.6,targeted_539,targeted_542,targeted,targeted,,2720.5,,,9.0,14.4163,7.2205,,2720.4,,,8.0,14.8337,7.0342,SAFE
2717.9,2719.8,targeted_539,targeted_542,targeted,targeted,,2720.4,,,6.0,14.4163,6.8157,,2720.4,,,6.0,14.8337,7.0342,SAFE
2718.1,2720.0,targeted_539,targeted_542,targeted,targeted,,2720.4,,,4.0,14.4163,6.5442,,2720.4,,,4.0,14.8337,7.0342,SAFE
2718.3,2720.2,targeted_539,targeted_542,targeted,targeted,,2720.5,,,3.0,14.4163,7.7141,,2720.4,,,2.0,14.8337,7.0342,SAFE
2718.5,2720.4,targeted_539,targeted_542,targeted,targeted,,2720.5,,,1.0,14.4163,7.9241,,2720.5,,,1.0,14.8337,7.0342,SAFE
2718.7,2720.6,targeted_539,targeted_542,targeted,targeted,,2720.7,,,1.0,14.4163,6.2575,,2720.7,,,1.0,14.8337,7.0342,SAFE
2718.9,2720.8,targeted_539,targeted_542,targeted,targeted,,2720.9,,,1.0,14.4163,6.2497,,2720.9,,,1.0,14.8337,7.0342,SAFE
2719.1,2721.0,targeted_539,targeted_542,targeted,targeted,,2721.1,,,1.0,14.4163,7.056,,2721.1,,,1.0,14.8337,7.0342,SAFE
2719.3,2721.2,targeted_539,targeted_542,targeted,targeted,,2721.3,,,1.0,14.4163,7.507,,2721.3,,,1.0,14.8337,7.311,SAFE
2719.5,2721.4,targeted_539,targeted_542,targeted,targeted,,2721.5,,,1.0,14.4163,8.3711,,2721.5,,,1.0,14.8337,8.0016,SAFE
2719.7,2721.6,targeted_539,targeted_542,targeted,targeted,,2721.7,,,1.0,14.4163,9.0718,,2721.7,,,1.0,14.8337,8.9081,SAFE
2719.9,2721.8,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,10.1134,,,,,,14.8337,10.0431,SAFE
2720.1,2722.0,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,11.6,,,,,,14.8337,11.3101,SAFE
2720.3,2722.2,targeted_539,targeted_542,targeted,targeted,,,,,,14.4163,12.9895,,,,,,14.8239,12.6948,SAFE
2820.1,2822.0,targeted_560,targeted_564,targeted,targeted,,,,,,11.671,26.9282,2823.4,,,14.0,,7.026,23.4075,SAFE
2820.3,2822.2,targeted_560,targeted_564,targeted,targeted,2823.8,,,16.0,,6.869,25.4639,2823.4,,,12.0,,7.026,21.4246,SAFE
2820.5,2822.4,targeted_560,targeted_564,targeted,targeted,2823.4,,,10.0,,4.486,23.3347,2823.4,,,10.0,,7.026,19.3554,SAFE
2820.7,2822.6,targeted_560,targeted_564,targeted,targeted,2823.3,,,7.0,,3.893,22.2815,2823.4,,,8.0,,7.026,17.3799,SAFE
2820.9,2822.8,targeted_560,targeted_564,targeted,targeted,2823.3,,,5.0,,2.8351,20.7153,2823.4,,,6.0,,7.026,15.5869,SAFE
2821.1,2823.0,targeted_560,targeted_564,targeted,targeted,2823.4,,,4.0,,4.9625,18.3329,2823.4,,,4.0,,7.026,13.9743,SAFE
2821.3,2823.2,targeted_560,targeted_564,targeted,targeted,2823.3,,,1.0,,7.5172,16.7475,2823.4,,,2.0,,7.026,12.5465,SAFE
2821.5,2823.4,targeted_560,targeted_564,targeted,targeted,2823.5,,,1.0,,6.5675,15.758,2823.5,,,1.0,,7.026,11.2914,SAFE
2821.7,2823.6,targeted_560,targeted_564,targeted,targeted,2823.7,,,1.0,,6.2413,13.753,2823.7,,,1.0,,7.026,10.2248,SAFE
2821.9,2823.8,targeted_560,targeted_564,targeted,targeted,2823.9,,,1.0,,5.5857,12.2997,2823.9,2826.7,2.8,1.0,29.0,7.026,9.3415,SAFE
2822.1,2824.0,targeted_560,targeted_564,targeted,targeted,2824.1,,,1.0,,5.8176,11.5801,2824.1,2826.7,2.6,1.0,27.0,7.026,8.6373,SAFE
2822.3,2824.2,targeted_560,targeted_564,targeted,targeted,2824.3,,,1.0,,5.6493,10.2627,2824.3,2826.7,2.4,1.0,25.0,7.026,8.0969,SAFE
2823.3,2825.2,targeted_560,targeted_564,targeted,targeted,,2826.5,,,13.0,10.1683,1.452,2825.3,2826.7,1.4,1.0,15.0,9.7117,7.5262,SAFE
2823.5,2825.4,targeted_560,targeted_564,targeted,targeted,,2826.4,,,10.0,11.3997,1.553,,2826.7,,,13.0,10.83,7.5262,SAFE
2823.7,2825.6,targeted_560,targeted_564,targeted,targeted,,2826.6,,,10.0,12.5488,6.4833,,2826.7,,,11.0,12.0516,7.5262,SAFE
2823.9,2825.8,targeted_560,targeted_564,targeted,targeted,,2826.5,,,7.0,13.8543,6.4297,,2826.7,,,9.0,13.3646,7.5262,SAFE
2824.1,2826.0,targeted_560,targeted_564,targeted,targeted,,2826.5,,,5.0,15.2533,6.9606,,2826.7,,,7.0,14.7781,7.5262,SAFE
2833.1,2835.0,targeted_564,targeted_565,targeted,targeted,2835.1,,,1.0,,7.6359,15.1175,2835.1,,,1.0,,7.5262,17.1194,SAFE
2833.3,2835.2,targeted_564,targeted_565,targeted,targeted,2835.3,,,1.0,,7.6359,15.3513,2835.3,,,1.0,,7.5262,16.8841,SAFE
2833.5,2835.4,targeted_564,targeted_565,targeted,targeted,2835.5,,,1.0,,7.6359,14.8714,2835.5,,,1.0,,7.5262,16.6954,SAFE
2833.7,2835.6,targeted_564,targeted_565,targeted,targeted,2835.7,,,1.0,,7.6359,14.9934,2835.7,,,1.0,,7.5262,16.5254,SAFE
2833.9,2835.8,targeted_564,targeted_565,targeted,targeted,2835.9,,,1.0,,7.6359,14.3958,2835.9,,,1.0,,7.5262,16.3925,SAFE
2834.1,2836.0,targeted_564,targeted_565,targeted,targeted,2836.1,,,1.0,,7.6359,14.0921,2836.1,,,1.0,,7.5262,16.2781,SAFE
2834.3,2836.2,targeted_564,targeted_565,targeted,targeted,2836.3,,,1.0,,7.6359,14.6452,2836.3,,,1.0,,7.5262,16.1861,SAFE
2834.5,2836.4,targeted_564,targeted_565,targeted,targeted,2836.5,,,1.0,,7.6359,14.1114,2836.5,,,1.0,,7.5262,16.1087,SAFE
2834.7,2836.6,targeted_564,targeted_565,targeted,targeted,2836.7,,,1.0,,7.6359,14.5471,2836.7,,,1.0,,7.5262,16.0444,SAFE
2834.9,2836.8,targeted_564,targeted_565,targeted,targeted,2836.9,,,1.0,,7.6359,13.6605,2836.9,,,1.0,,7.5262,15.9945,SAFE
2835.1,2837.0,targeted_564,targeted_565,targeted,targeted,2837.1,,,1.0,,7.6359,13.9892,2837.1,,,1.0,,7.5262,15.9486,SAFE
2835.3,2837.2,targeted_564,targeted_565,targeted,targeted,2837.3,,,1.0,,7.6359,14.025,2837.3,,,1.0,,7.5262,15.9211,SAFE
2835.5,2837.4,targeted_564,targeted_565,targeted,targeted,2837.5,,,1.0,,7.6359,13.7563,2837.5,,,1.0,,7.5262,15.8936,SAFE
2835.7,2837.6,targeted_564,targeted_565,targeted,targeted,2837.7,,,1.0,,7.6359,13.7269,2837.7,,,1.0,,7.5262,15.8661,SAFE
2835.9,2837.8,targeted_564,targeted_565,targeted,targeted,2837.9,,,1.0,,7.6359,13.9512,2837.9,,,1.0,,7.5262,15.857,SAFE
2836.1,2838.0,targeted_564,targeted_565,targeted,targeted,2838.1,,,1.0,,7.6359,13.9889,2838.1,,,1.0,,7.5262,15.8386,SAFE
2836.3,2838.2,targeted_564,targeted_565,targeted,targeted,2838.3,,,1.0,,7.6359,13.7041,2838.3,,,1.0,,7.4483,15.8163,SAFE
2836.5,2838.4,targeted_564,targeted_565,targeted,targeted,2838.5,,,1.0,,7.6359,13.9227,2838.5,,,1.0,,7.2778,15.7888,SAFE
2836.7,2838.6,targeted_564,targeted_565,targeted,targeted,2838.7,,,1.0,,7.6359,13.5968,2838.7,,,1.0,,7.0249,15.7156,SAFE
2836.9,2838.8,targeted_564,targeted_565,targeted,targeted,2838.9,,,1.0,,7.6359,13.6368,2838.9,,,1.0,,6.6962,15.5927,SAFE
2837.1,2839.0,targeted_564,targeted_565,targeted,targeted,2839.1,,,1.0,,7.6359,13.6079,2839.1,,,1.0,,6.2733,15.406,SAFE
2837.3,2839.2,targeted_564,targeted_565,targeted,targeted,2839.3,,,1.0,,7.6359,13.6152,2839.3,,,1.0,,5.7712,15.156,SAFE
2837.5,2839.4,targeted_564,targeted_565,targeted,targeted,2839.5,,,1.0,,7.6359,13.6126,2839.5,,,1.0,,5.1708,14.8391,SAFE
2837.7,2839.6,targeted_564,targeted_565,targeted,targeted,2839.7,,,1.0,,7.6359,13.5109,2839.7,,,1.0,,4.4768,14.4691,SAFE
2837.9,2839.8,targeted_564,targeted_565,targeted,targeted,2839.9,,,1.0,,7.6359,13.5405,2839.9,,,1.0,,3.7477,14.0426,SAFE
2838.1,2840.0,targeted_564,targeted_565,targeted,targeted,2840.1,,,1.0,,7.6359,13.4817,2840.1,,,1.0,,3.2561,13.5561,SAFE
2838.3,2840.2,targeted_564,targeted_565,targeted,targeted,2840.3,,,1.0,,7.6359,13.4203,2840.3,,,1.0,,2.9232,13.0025,SAFE
2838.5,2840.4,targeted_564,targeted_565,targeted,targeted,2840.5,,,1.0,,7.6359,13.4564,2840.5,,,1.0,,2.7457,12.3886,SAFE
2838.7,2840.6,targeted_564,targeted_565,targeted,targeted,2840.7,,,1.0,,7.6359,13.4026,2840.7,,,1.0,,2.6833,11.7222,SAFE
2838.9,2840.8,targeted_564,targeted_565,targeted,targeted,2840.9,,,1.0,,7.6359,13.4322,2840.9,,,1.0,,2.6833,10.986,SAFE
2839.1,2841.0,targeted_564,targeted_565,targeted,targeted,2841.1,,,1.0,,7.6359,13.412,2841.1,,,1.0,,2.6833,10.2232,SAFE
2839.3,2841.2,targeted_564,targeted_565,targeted,targeted,2841.3,,,1.0,,5.5912,13.2737,2841.3,2844.1,2.8,1.0,29.0,2.6833,9.4008,SAFE
2839.5,2841.4,targeted_564,targeted_565,targeted,targeted,2841.5,,,1.0,,4.0297,12.5797,2841.5,2844.1,2.6,1.0,27.0,2.6833,8.5441,SAFE
2839.7,2841.6,targeted_564,targeted_565,targeted,targeted,2841.7,,,1.0,,2.8584,11.7141,2841.7,2844.1,2.4,1.0,25.0,2.6833,7.7783,SAFE
2839.9,2841.8,targeted_564,targeted_565,targeted,targeted,2841.9,,,1.0,,1.9988,10.878,2841.9,2844.1,2.2,1.0,23.0,2.6833,7.1147,SAFE
2840.1,2842.0,targeted_564,targeted_565,targeted,targeted,2842.1,,,1.0,,1.8075,10.241,2842.1,2844.1,2.0,1.0,21.0,2.6833,6.7669,SAFE
2843.7,2845.6,targeted_564,targeted_565,targeted,targeted,2845.7,,,1.0,,2.8002,10.5039,2845.7,2845.7,0.0,1.0,1.0,2.6833,9.9545,SAFE
2843.9,2845.8,targeted_564,targeted_565,targeted,targeted,2845.9,,,1.0,,2.8031,11.5534,2845.9,,,1.0,,2.6833,11.5799,SAFE
2844.1,2846.0,targeted_564,targeted_565,targeted,targeted,2846.1,,,1.0,,2.8031,12.6367,2846.1,,,1.0,,2.6833,13.3015,SAFE
2844.3,2846.2,targeted_564,targeted_565,targeted,targeted,2846.3,,,1.0,,2.8031,15.7284,2846.3,,,1.0,,2.6833,15.0876,SAFE
2844.5,2846.4,targeted_564,targeted_565,targeted,targeted,2846.5,,,1.0,,2.8031,18.5065,2846.5,,,1.0,,2.6833,16.9556,SAFE
2844.7,2846.6,targeted_564,targeted_565,targeted,targeted,2846.7,,,1.0,,2.8031,20.3122,2846.7,,,1.0,,2.6833,18.8844,SAFE
2844.9,2846.8,targeted_564,targeted_565,targeted,targeted,2846.9,,,1.0,,2.8031,22.1649,2846.9,,,1.0,,2.6833,20.9038,SAFE
2845.1,2847.0,targeted_564,targeted_565,targeted,targeted,2847.1,,,1.0,,2.8031,24.1839,2847.1,,,1.0,,2.6833,23.0051,SAFE
2845.3,2847.2,targeted_564,targeted_565,targeted,targeted,2847.3,,,1.0,,2.8031,26.6257,2847.3,,,1.0,,2.6833,25.1957,SAFE
